"station","latitude","longitude","Year","precipitation","DATE"
"Buhera",-19.32,31.43,2019,3046,2019-12-01
"Buhera",-19.32,31.43,2021,1951,2021-01-01
"Buhera",-19.32,31.43,2021,707,2021-02-01
"Buhera",-19.32,31.43,2021,64,2021-03-01
"Buhera",-19.32,31.43,2021,544,2021-04-01
"Buhera",-19.32,31.43,2021,3,2021-10-01
"Buhera",-19.32,31.43,2021,2006,2021-11-01
"Buhera",-19.32,31.43,2021,751,2021-12-01
"Buhera",-19.32,31.43,2023,1554,2023-01-01
"Buhera",-19.32,31.43,2023,602,2023-02-01
"Buhera",-19.32,31.43,2023,15,2023-03-01
"Buhera",-19.32,31.43,2023,313,2023-04-01
"Buhera",-19.32,31.43,2023,771,2023-10-01
"Buhera",-19.32,31.43,2023,119,2023-11-01
"Buhera",-19.32,31.43,2023,1617,2023-12-01
"Buhera",-19.32,31.43,2022,621,2022-01-01
"Buhera",-19.32,31.43,2022,261,2022-02-01
"Buhera",-19.32,31.43,2022,812,2022-03-01
"Buhera",-19.32,31.43,2022,18,2022-04-01
"Buhera",-19.32,31.43,2022,206,2022-10-01
"Buhera",-19.32,31.43,2022,1442,2022-11-01
"Buhera",-19.32,31.43,2022,1696,2022-12-01
"Buhera",-19.32,31.43,2024,3477,2024-01-01
"Buhera",-19.32,31.43,2024,933,2024-02-01
"Buhera",-19.32,31.43,2024,264,2024-03-01
"Buhera",-19.32,31.43,2024,11,2024-04-01
"Bulawayo",-20.15,28.62,2017,429,2017-01-01
"Bulawayo",-20.15,28.62,2017,1126,2017-02-01
"Bulawayo",-20.15,28.62,2017,162,2017-03-01
"Bulawayo",-20.15,28.62,2017,266,2017-04-01
"Bulawayo",-20.15,28.62,2017,0,2017-05-01
"Bulawayo",-20.15,28.62,2017,0,2017-06-01
"Bulawayo",-20.15,28.62,2017,0,2017-07-01
"Bulawayo",-20.15,28.62,2017,0,2017-08-01
"Bulawayo",-20.15,28.62,2017,0,2017-09-01
"Bulawayo",-20.15,28.62,2017,770,2017-10-01
"Bulawayo",-20.15,28.62,2017,1580,2017-11-01
"Bulawayo",-20.15,28.62,2017,580,2017-12-01
"Bulawayo",-20.15,28.62,2018,1430,2018-01-01
"Bulawayo",-20.15,28.62,2018,910,2018-02-01
"Bulawayo",-20.15,28.62,2018,70,2018-03-01
"Bulawayo",-20.15,28.62,2018,310,2018-04-01
"Bulawayo",-20.15,28.62,2018,70,2018-05-01
"Bulawayo",-20.15,28.62,2018,0,2018-06-01
"Bulawayo",-20.15,28.62,2018,0,2018-07-01
"Bulawayo",-20.15,28.62,2018,0,2018-08-01
"Bulawayo",-20.15,28.62,2018,0,2018-09-01
"Bulawayo",-20.15,28.62,2018,335,2018-10-01
"Bulawayo",-20.15,28.62,2018,205,2018-11-01
"Bulawayo",-20.15,28.62,2018,1483,2018-12-01
"Bulawayo",-20.15,28.62,2020,1375,2020-01-01
"Bulawayo",-20.15,28.62,2020,667,2020-02-01
"Bulawayo",-20.15,28.62,2020,1955,2020-03-01
"Bulawayo",-20.15,28.62,2020,0,2020-04-01
"Bulawayo",-20.15,28.62,2020,0,2020-05-01
"Bulawayo",-20.15,28.62,2020,0,2020-06-01
"Bulawayo",-20.15,28.62,2020,0,2020-07-01
"Bulawayo",-20.15,28.62,2020,0,2020-08-01
"Bulawayo",-20.15,28.62,2020,0,2020-09-01
"Bulawayo",-20.15,28.62,2020,11,2020-10-01
"Bulawayo",-20.15,28.62,2020,884,2020-11-01
"Bulawayo",-20.15,28.62,2020,1120,2020-12-01
"Bulawayo",-20.15,28.62,2019,772,2019-01-01
"Bulawayo",-20.15,28.62,2019,277,2019-02-01
"Bulawayo",-20.15,28.62,2019,380,2019-03-01
"Bulawayo",-20.15,28.62,2019,5,2019-04-01
"Bulawayo",-20.15,28.62,2019,0,2019-05-01
"Bulawayo",-20.15,28.62,2019,0,2019-06-01
"Bulawayo",-20.15,28.62,2019,0,2019-07-01
"Bulawayo",-20.15,28.62,2019,0,2019-08-01
"Bulawayo",-20.15,28.62,2019,0,2019-09-01
"Bulawayo",-20.15,28.62,2019,266,2019-10-01
"Bulawayo",-20.15,28.62,2019,805,2019-11-01
"Bulawayo",-20.15,28.62,2019,2051,2019-12-01
"Bulawayo",-20.15,28.62,2021,1021,2021-01-01
"Bulawayo",-20.15,28.62,2021,973,2021-02-01
"Bulawayo",-20.15,28.62,2021,681,2021-03-01
"Bulawayo",-20.15,28.62,2021,307,2021-04-01
"Bulawayo",-20.15,28.62,2021,20,2021-05-01
"Bulawayo",-20.15,28.62,2021,0,2021-06-01
"Bulawayo",-20.15,28.62,2021,50,2021-07-01
"Bulawayo",-20.15,28.62,2021,0,2021-08-01
"Bulawayo",-20.15,28.62,2021,330,2021-09-01
"Bulawayo",-20.15,28.62,2021,0,2021-10-01
"Bulawayo",-20.15,28.62,2021,2111,2021-11-01
"Bulawayo",-20.15,28.62,2021,1157,2021-12-01
"Bulawayo",-20.15,28.62,2023,564,2023-01-01
"Bulawayo",-20.15,28.62,2023,522,2023-02-01
"Bulawayo",-20.15,28.62,2023,3,2023-03-01
"Bulawayo",-20.15,28.62,2023,3,2023-04-01
"Bulawayo",-20.15,28.62,2023,120,2023-05-01
"Bulawayo",-20.15,28.62,2023,0,2023-06-01
"Bulawayo",-20.15,28.62,2023,0,2023-07-01
"Bulawayo",-20.15,28.62,2023,0,2023-08-01
"Bulawayo",-20.15,28.62,2023,0,2023-09-01
"Bulawayo",-20.15,28.62,2023,406,2023-10-01
"Bulawayo",-20.15,28.62,2023,225,2023-11-01
"Bulawayo",-20.15,28.62,2023,333,2023-12-01
"Bulawayo",-20.15,28.62,2022,854,2022-01-01
"Bulawayo",-20.15,28.62,2022,819,2022-02-01
"Bulawayo",-20.15,28.62,2022,759,2022-03-01
"Bulawayo",-20.15,28.62,2022,100,2022-04-01
"Bulawayo",-20.15,28.62,2022,70,2022-05-01
"Bulawayo",-20.15,28.62,2022,0,2022-06-01
"Bulawayo",-20.15,28.62,2022,0,2022-07-01
"Bulawayo",-20.15,28.62,2022,0,2022-08-01
"Bulawayo",-20.15,28.62,2022,0,2022-09-01
"Bulawayo",-20.15,28.62,2022,72,2022-10-01
"Bulawayo",-20.15,28.62,2022,872,2022-11-01
"Bulawayo",-20.15,28.62,2022,1580,2022-12-01
"Bulawayo",-20.15,28.62,2024,2615,2024-01-01
"Bulawayo",-20.15,28.62,2024,1616,2024-02-01
"Bulawayo",-20.15,28.62,2024,190,2024-03-01
"Bulawayo",-20.15,28.62,2024,0,2024-04-01
"Bulawayo",-20.15,28.62,2024,370,2024-05-01
"Bulawayo",-20.15,28.62,2024,0,2024-06-01
"Bulawayo",-20.15,28.62,2024,950,2024-07-01
"Bulawayo",-20.15,28.62,2024,0,2024-08-01
"Bulawayo",-20.15,28.62,2024,30,2024-09-01
"Bulawayo",-20.15,28.62,2024,50,2024-10-01
"Bulawayo",-20.15,28.62,2024,2000,2024-11-01
"Bulawayo",-20.15,28.62,2024,1685,2024-12-01
"Bulawayo",-20.15,28.62,2016,2110,2016-01-01
"Bulawayo",-20.15,28.62,2016,350,2016-02-01
"Bulawayo",-20.15,28.62,2016,1310,2016-03-01
"Bulawayo",-20.15,28.62,2016,665,2016-04-01
"Bulawayo",-20.15,28.62,2016,0,2016-05-01
"Bulawayo",-20.15,28.62,2016,0,2016-06-01
"Bulawayo",-20.15,28.62,2016,0,2016-07-01
"Bulawayo",-20.15,28.62,2016,0,2016-08-01
"Bulawayo",-20.15,28.62,2016,630,2016-09-01
"Bulawayo",-20.15,28.62,2016,390,2016-10-01
"Bulawayo",-20.15,28.62,2016,540,2016-11-01
"Bulawayo",-20.15,28.62,2016,760,2016-12-01
"Bulawayo",-20.15,28.62,2015,2220,2015-01-01
"Bulawayo",-20.15,28.62,2015,30,2015-02-01
"Bulawayo",-20.15,28.62,2015,208,2015-03-01
"Bulawayo",-20.15,28.62,2015,110,2015-04-01
"Bulawayo",-20.15,28.62,2015,0,2015-05-01
"Bulawayo",-20.15,28.62,2015,0,2015-06-01
"Bulawayo",-20.15,28.62,2015,0,2015-07-01
"Bulawayo",-20.15,28.62,2015,0,2015-08-01
"Bulawayo",-20.15,28.62,2015,20,2015-09-01
"Bulawayo",-20.15,28.62,2015,30,2015-10-01
"Bulawayo",-20.15,28.62,2015,900,2015-11-01
"Bulawayo",-20.15,28.62,2015,1000,2015-12-01
"Bulawayo",-20.15,28.6167,2015,230,2015-01-01
"Bulawayo",-20.15,28.6167,2015,990,2015-02-01
"Bulawayo",-20.15,28.6167,2015,1070,2015-03-01
"Bulawayo",-20.15,28.6167,2015,520,2015-04-01
"Bulawayo",-20.15,28.6167,2015,0,2015-05-01
"Bulawayo",-20.15,28.6167,2015,0,2015-06-01
"Bulawayo",-20.15,28.6167,2015,0,2015-08-01
"Bulawayo",-20.15,28.6167,2015,170,2015-09-01
"Bulawayo",-20.15,28.6167,2015,0,2015-10-01
"Bulawayo",-20.15,28.6167,2015,480,2015-11-01
"Bulawayo",-20.15,28.6167,2015,680,2015-12-01
"Bulawayo",-20.15,28.6167,2016,610,2016-01-01
"Bulawayo",-20.15,28.6167,2016,680,2016-02-01
"Bulawayo",-20.15,28.6167,2016,2200,2016-03-01
"Bulawayo",-20.15,28.6167,2016,10,2016-04-01
"Bulawayo",-20.15,28.6167,2016,30,2016-05-01
"Bulawayo",-20.15,28.6167,2016,0,2016-06-01
"Bulawayo",-20.15,28.6167,2016,10,2016-07-01
"Bulawayo",-20.15,28.6167,2016,0,2016-08-01
"Bulawayo",-20.15,28.6167,2016,130,2016-10-01
"Bulawayo",-20.15,28.6167,2016,600,2016-11-01
"Bulawayo",-20.15,28.6167,2016,1160,2016-12-01
"Bulawayo",-20.15,28.6167,2017,2700,2017-01-01
"Bulawayo",-20.15,28.6167,2017,3180,2017-02-01
"Bulawayo",-20.15,28.6167,2017,210,2017-03-01
"Bulawayo",-20.15,28.6167,2017,310,2017-04-01
"Bulawayo",-20.15,28.6167,2017,0,2017-05-01
"Bulawayo",-20.15,28.6167,2017,0,2017-06-01
"Bulawayo",-20.15,28.6167,2017,0,2017-07-01
"Bulawayo",-20.15,28.6167,2017,0,2017-08-01
"Bulawayo",-20.15,28.6167,2017,0,2017-09-01
"Centenary",-16.73,31.12,2017,2890,2017-01-01
"Centenary",-16.73,31.12,2017,3236,2017-02-01
"Centenary",-16.73,31.12,2017,2059,2017-03-01
"Centenary",-16.73,31.12,2017,0,2017-04-01
"Centenary",-16.73,31.12,2018,0,2018-10-01
"Centenary",-16.73,31.12,2018,658,2018-11-01
"Centenary",-16.73,31.12,2018,1282,2018-12-01
"Centenary",-16.73,31.12,2020,3317,2020-01-01
"Centenary",-16.73,31.12,2020,2165,2020-02-01
"Centenary",-16.73,31.12,2020,285,2020-03-01
"Centenary",-16.73,31.12,2020,260,2020-04-01
"Centenary",-16.73,31.12,2020,0,2020-10-01
"Centenary",-16.73,31.12,2020,385,2020-11-01
"Centenary",-16.73,31.12,2020,1330,2020-12-01
"Centenary",-16.73,31.12,2019,845,2019-01-01
"Centenary",-16.73,31.12,2019,420,2019-02-01
"Centenary",-16.73,31.12,2019,1215,2019-03-01
"Centenary",-16.73,31.12,2019,135,2019-04-01
"Centenary",-16.73,31.12,2019,0,2019-10-01
"Centenary",-16.73,31.12,2019,1115,2019-11-01
"Centenary",-16.73,31.12,2019,980,2019-12-01
"Centenary",-16.73,31.12,2021,2115,2021-01-01
"Centenary",-16.73,31.12,2021,3370,2021-02-01
"Centenary",-16.73,31.12,2021,801,2021-03-01
"Centenary",-16.73,31.12,2021,415,2021-04-01
"Centenary",-16.73,31.12,2021,80,2021-10-01
"Centenary",-16.73,31.12,2021,1035,2021-11-01
"Centenary",-16.73,31.12,2021,610,2021-12-01
"Centenary",-16.73,31.12,2023,1975,2023-01-01
"Centenary",-16.73,31.12,2023,2816,2023-02-01
"Centenary",-16.73,31.12,2023,240,2023-03-01
"Centenary",-16.73,31.12,2023,15,2023-04-01
"Centenary",-16.73,31.12,2023,375,2023-10-01
"Centenary",-16.73,31.12,2023,15,2023-11-01
"Centenary",-16.73,31.12,2023,2585,2023-12-01
"Centenary",-16.73,31.12,2022,1650,2022-01-01
"Centenary",-16.73,31.12,2022,1160,2022-02-01
"Centenary",-16.73,31.12,2022,145,2022-03-01
"Centenary",-16.73,31.12,2022,0,2022-04-01
"Centenary",-16.73,31.12,2022,195,2022-10-01
"Centenary",-16.73,31.12,2022,390,2022-11-01
"Centenary",-16.73,31.12,2022,1469,2022-12-01
"Centenary",-16.73,31.12,2024,1542,2024-01-01
"Centenary",-16.73,31.12,2024,1978,2024-02-01
"Centenary",-16.73,31.12,2024,1110,2024-03-01
"Centenary",-16.73,31.12,2024,50,2024-04-01
"Chakari",-18.07,29.85,2017,1746,2017-01-01
"Chakari",-18.07,29.85,2017,2348,2017-02-01
"Chakari",-18.07,29.85,2017,466,2017-03-01
"Chakari",-18.07,29.85,2017,400,2017-04-01
"Chakari",-18.07,29.85,2018,31,2018-10-01
"Chakari",-18.07,29.85,2018,531,2018-11-01
"Chakari",-18.07,29.85,2018,604,2018-12-01
"Chakari",-18.07,29.85,2020,1534,2020-01-01
"Chakari",-18.07,29.85,2020,910,2020-02-01
"Chakari",-18.07,29.85,2020,810,2020-03-01
"Chakari",-18.07,29.85,2020,0,2020-04-01
"Chakari",-18.07,29.85,2020,840,2020-10-01
"Chakari",-18.07,29.85,2020,765,2020-11-01
"Chakari",-18.07,29.85,2020,2037,2020-12-01
"Chakari",-18.07,29.85,2019,458,2019-01-01
"Chakari",-18.07,29.85,2019,280,2019-02-01
"Chakari",-18.07,29.85,2019,1510,2019-03-01
"Chakari",-18.07,29.85,2019,295,2019-04-01
"Chakari",-18.07,29.85,2019,85,2019-10-01
"Chakari",-18.07,29.85,2019,1052,2019-11-01
"Chakari",-18.07,29.85,2019,1325,2019-12-01
"Chakari",-18.07,29.85,2021,1887,2021-01-01
"Chakari",-18.07,29.85,2021,1910,2021-02-01
"Chakari",-18.07,29.85,2021,1325,2021-03-01
"Chakari",-18.07,29.85,2021,265,2021-04-01
"Chakari",-18.07,29.85,2021,10,2021-10-01
"Chakari",-18.07,29.85,2021,912,2021-11-01
"Chakari",-18.07,29.85,2021,1335,2021-12-01
"Chakari",-18.07,29.85,2023,1113,2023-01-01
"Chakari",-18.07,29.85,2023,459,2023-02-01
"Chakari",-18.07,29.85,2023,15,2023-03-01
"Chakari",-18.07,29.85,2023,150,2023-04-01
"Chakari",-18.07,29.85,2023,621,2023-10-01
"Chakari",-18.07,29.85,2023,147,2023-11-01
"Chakari",-18.07,29.85,2023,1601,2023-12-01
"Chakari",-18.07,29.85,2022,940,2022-01-01
"Chakari",-18.07,29.85,2022,558,2022-02-01
"Chakari",-18.07,29.85,2022,50,2022-03-01
"Chakari",-18.07,29.85,2022,265,2022-04-01
"Chakari",-18.07,29.85,2022,306,2022-10-01
"Chakari",-18.07,29.85,2022,261,2022-11-01
"Chakari",-18.07,29.85,2022,1274,2022-12-01
"Chakari",-18.07,29.85,2024,2510,2024-01-01
"Chakari",-18.07,29.85,2024,1213,2024-02-01
"Chakari",-18.07,29.85,2024,84,2024-03-01
"Chakari",-18.07,29.85,2024,0,2024-04-01
"Chegutu Police",-18.2,30.2,2017,2084,2017-01-01
"Chegutu Police",-18.2,30.2,2017,2420,2017-02-01
"Chegutu Police",-18.2,30.2,2017,786,2017-03-01
"Chegutu Police",-18.2,30.2,2017,376,2017-04-01
"Chegutu Police",-18.2,30.2,2017,0,2017-05-01
"Chegutu Police",-18.2,30.2,2017,0,2017-06-01
"Chibero",-18.1,30.6,2017,1770,2017-01-01
"Chibero",-18.1,30.6,2017,2820,2017-02-01
"Chibero",-18.1,30.6,2017,470,2017-03-01
"Chibero",-18.1,30.6,2017,300,2017-04-01
"Chibero",-18.1,30.6,2017,0,2017-05-01
"Chibero",-18.1,30.6,2017,0,2017-06-01
"Chibero",-18.1,30.6,2017,0,2017-07-01
"Chibero",-18.1,30.6,2017,338,2017-08-01
"Chibero",-18.1,30.6,2017,0,2017-09-01
"Chibero",-18.1,30.6,2017,766,2017-10-01
"Chibero",-18.1,30.6,2017,713,2017-11-01
"Chibero",-18.1,30.6,2017,830,2017-12-01
"Chibero",-18.1,30.6,2018,2640,2018-01-01
"Chibero",-18.1,30.6,2018,1902,2018-02-01
"Chibero",-18.1,30.6,2018,827,2018-04-01
"Chibero",-18.1,30.6,2018,9,2018-05-01
"Chibero",-18.1,30.6,2018,3,2018-06-01
"Chibero",-18.1,30.6,2018,0,2018-07-01
"Chibero",-18.1,30.6,2018,29,2018-10-01
"Chikore Mission",-20.27,32.31,2018,500,2018-02-01
"Chikore Mission",-20.27,32.31,2018,130,2018-03-01
"Chikore Mission",-20.27,32.31,2018,110,2018-04-01
"Chikore Mission",-20.27,32.31,2018,120,2018-05-01
"Chikore Mission",-20.27,32.31,2018,110,2018-06-01
"Chikore Mission",-20.27,32.31,2018,30,2018-07-01
"Chikore Mission",-20.27,32.31,2018,160,2018-08-01
"Chikore Mission",-20.27,32.31,2018,210,2018-09-01
"Chikore Mission",-20.27,32.31,2018,20,2018-10-01
"Chikore Mission",-20.27,32.31,2020,2840,2020-02-01
"Chikore Mission",-20.27,32.31,2020,1840,2020-03-01
"Chinhoyi",-17.37,30.2,2017,3603,2017-01-01
"Chinhoyi",-17.37,30.2,2017,3709,2017-02-01
"Chinhoyi",-17.37,30.2,2017,956,2017-03-01
"Chinhoyi",-17.37,30.2,2017,107,2017-04-01
"Chinhoyi",-17.37,30.2,2017,0,2017-05-01
"Chinhoyi",-17.37,30.2,2017,0,2017-06-01
"Chinhoyi",-17.37,30.2,2017,0,2017-07-01
"Chinhoyi",-17.37,30.2,2017,330,2017-08-01
"Chinhoyi",-17.37,30.2,2017,0,2017-09-01
"Chinhoyi",-17.37,30.2,2017,312,2017-10-01
"Chinhoyi",-17.37,30.2,2017,424,2017-11-01
"Chinhoyi",-17.37,30.2,2017,885,2017-12-01
"Chinhoyi",-17.37,30.2,2018,1781,2018-01-01
"Chinhoyi",-17.37,30.2,2018,2324,2018-02-01
"Chinhoyi",-17.21,30.12,2018,500,2018-03-01
"Chinhoyi",-17.37,30.2,2018,509,2018-04-01
"Chinhoyi",-17.37,30.2,2018,3,2018-05-01
"Chinhoyi",-17.37,30.2,2018,0,2018-06-01
"Chinhoyi",-17.37,30.2,2018,0,2018-07-01
"Chinhoyi",-17.21,30.12,2018,70,2018-08-01
"Chinhoyi",-17.21,30.12,2018,30,2018-09-01
"Chinhoyi",-17.37,30.2,2018,412,2018-10-01
"Chinhoyi",-17.37,30.2,2018,1069,2018-11-01
"Chinhoyi",-17.37,30.2,2018,1849,2018-12-01
"Chinhoyi",-17.37,30.2,2020,1661,2020-01-01
"Chinhoyi",-17.37,30.2,2020,2014,2020-02-01
"Chinhoyi",-17.37,30.2,2020,681,2020-03-01
"Chinhoyi",-17.37,30.2,2020,3,2020-04-01
"Chinhoyi",-17.21,30.12,2020,0,2020-05-01
"Chinhoyi",-17.21,30.12,2020,0,2020-06-01
"Chinhoyi",-17.37,30.2,2020,1160,2020-10-01
"Chinhoyi",-17.37,30.2,2020,533,2020-11-01
"Chinhoyi",-17.37,30.2,2020,1636,2020-12-01
"Chinhoyi",-17.37,30.2,2019,1036,2019-01-01
"Chinhoyi",-17.37,30.2,2019,132,2019-02-01
"Chinhoyi",-17.37,30.2,2019,649,2019-03-01
"Chinhoyi",-17.37,30.2,2019,148,2019-04-01
"Chinhoyi",-17.37,30.2,2019,3,2019-10-01
"Chinhoyi",-17.37,30.2,2019,740,2019-11-01
"Chinhoyi",-17.37,30.2,2019,2055,2019-12-01
"Chinhoyi",-17.37,30.2,2021,1015,2021-01-01
"Chinhoyi",-17.37,30.2,2021,2420,2021-02-01
"Chinhoyi",-17.37,30.2,2021,1081,2021-03-01
"Chinhoyi",-17.37,30.2,2021,1030,2021-04-01
"Chinhoyi",-17.37,30.2,2021,152,2021-10-01
"Chinhoyi",-17.37,30.2,2021,787,2021-11-01
"Chinhoyi",-17.37,30.2,2021,1502,2021-12-01
"Chinhoyi",-17.37,30.2,2023,1268,2023-01-01
"Chinhoyi",-17.37,30.2,2023,633,2023-02-01
"Chinhoyi",-17.37,30.2,2023,476,2023-03-01
"Chinhoyi",-17.37,30.2,2023,285,2023-04-01
"Chinhoyi",-17.37,30.2,2023,1389,2023-10-01
"Chinhoyi",-17.37,30.2,2023,132,2023-11-01
"Chinhoyi",-17.37,30.2,2023,1516,2023-12-01
"Chinhoyi",-17.37,30.2,2022,643,2022-01-01
"Chinhoyi",-17.37,30.2,2022,1154,2022-02-01
"Chinhoyi",-17.37,30.2,2022,151,2022-03-01
"Chinhoyi",-17.37,30.2,2022,5,2022-04-01
"Chinhoyi",-17.37,30.2,2022,323,2022-10-01
"Chinhoyi",-17.37,30.2,2022,818,2022-11-01
"Chinhoyi",-17.37,30.2,2022,1007,2022-12-01
"Chinhoyi",-17.37,30.2,2024,3308,2024-01-01
"Chinhoyi",-17.37,30.2,2024,2119,2024-02-01
"Chinhoyi",-17.37,30.2,2024,1008,2024-03-01
"Chinhoyi",-17.37,30.2,2024,224,2024-04-01
"Chipinge",-20.2,32.616,2017,1525,2017-01-01
"Chipinge",-20.2,32.616,2017,1936,2017-02-01
"Chipinge",-20.2,32.616,2017,1404,2017-03-01
"Chipinge",-20.2,32.616,2017,590,2017-04-01
"Chipinge",-20.2,32.616,2017,43,2017-05-01
"Chipinge",-20.2,32.616,2017,85,2017-06-01
"Chipinge",-20.2,32.616,2017,1,2017-07-01
"Chipinge",-20.2,32.616,2017,356,2017-08-01
"Chipinge",-20.2,32.616,2017,183,2017-09-01
"Chipinge",-20.2,32.616,2017,1093,2017-10-01
"Chipinge",-20.2,32.616,2017,1228,2017-11-01
"Chipinge",-20.2,32.616,2017,2242,2017-12-01
"Chipinge",-20.2,32.616,2018,4263,2018-01-01
"Chipinge",-20.2,32.616,2018,1020,2018-02-01
"Chipinge",-20.2,32.6167,2018,920,2018-03-01
"Chipinge",-20.2,32.6167,2018,620,2018-04-01
"Chipinge",-20.2,32.6167,2018,160,2018-05-01
"Chipinge",-20.2,32.6167,2018,740,2018-06-01
"Chipinge",-20.2,32.6167,2018,140,2018-07-01
"Chipinge",-20.2,32.6167,2018,90,2018-08-01
"Chipinge",-20.2,32.6167,2018,570,2018-09-01
"Chipinge",-20.2,32.6167,2018,600,2018-10-01
"Chipinge",-20.2,32.6167,2018,1150,2018-11-01
"Chipinge",-20.2,32.6167,2018,2040,2018-12-01
"Chipinge",-20.2,32.6167,2020,852,2020-01-01
"Chipinge",-20.2,32.6167,2020,2195,2020-02-01
"Chipinge",-20.2,32.6167,2020,1565,2020-03-01
"Chipinge",-20.2,32.6167,2020,150,2020-04-01
"Chipinge",-20.2,32.6167,2020,478,2020-05-01
"Chipinge",-20.2,32.6167,2020,17,2020-06-01
"Chipinge",-20.2,32.6167,2020,12,2020-07-01
"Chipinge",-20.2,32.6167,2020,40,2020-08-01
"Chipinge",-20.2,32.6167,2020,260,2020-09-01
"Chipinge",-20.2,32.6167,2020,34,2020-10-01
"Chipinge",-20.2,32.6167,2020,601,2020-11-01
"Chipinge",-20.2,32.6167,2020,633,2020-12-01
"Chipinge",-20.2,32.6167,2019,770,2019-01-01
"Chipinge",-20.2,32.6167,2019,514,2019-02-01
"Chipinge",-20.2,32.6167,2019,167,2019-03-01
"Chipinge",-20.2,32.6167,2019,131,2019-04-01
"Chipinge",-20.2,32.6167,2019,3,2019-05-01
"Chipinge",-20.2,32.6167,2019,93,2019-06-01
"Chipinge",-20.2,32.6167,2019,27,2019-07-01
"Chipinge",-20.2,32.6167,2019,161,2019-08-01
"Chipinge",-20.2,32.6167,2019,1,2019-09-01
"Chipinge",-20.2,32.6167,2019,212,2019-10-01
"Chipinge",-20.2,32.6167,2019,532,2019-11-01
"Chipinge",-20.2,32.6167,2019,2915,2019-12-01
"Chipinge",-20.2,32.6167,2021,1410,2021-01-01
"Chipinge",-20.2,32.6167,2021,3344,2021-02-01
"Chipinge",-20.2,32.6167,2021,458,2021-03-01
"Chipinge",-20.2,32.6167,2021,335,2021-04-01
"Chipinge",-20.2,32.6167,2021,7,2021-05-01
"Chipinge",-20.2,32.6167,2021,127,2021-06-01
"Chipinge",-20.2,32.6167,2021,588,2021-07-01
"Chipinge",-20.2,32.6167,2021,282,2021-08-01
"Chipinge",-20.2,32.6167,2021,9,2021-09-01
"Chipinge",-20.2,32.6167,2021,383,2021-10-01
"Chipinge",-20.2,32.6167,2021,2026,2021-11-01
"Chipinge",-20.2,32.6167,2021,1898,2021-12-01
"Chipinge",-20.2,32.6167,2023,3327,2023-01-01
"Chipinge",-20.2,32.6167,2023,1055,2023-02-01
"Chipinge",-20.2,32.6167,2023,304,2023-03-01
"Chipinge",-20.2,32.6167,2023,327,2023-04-01
"Chipinge",-20.2,32.6167,2023,0,2023-05-01
"Chipinge",-20.2,32.6167,2023,7,2023-06-01
"Chipinge",-20.2,32.6167,2023,80,2023-07-01
"Chipinge",-20.2,32.6167,2023,96,2023-08-01
"Chipinge",-20.2,32.6167,2023,264,2023-09-01
"Chipinge",-20.2,32.6167,2023,1089,2023-10-01
"Chipinge",-20.2,32.6167,2023,132,2023-11-01
"Chipinge",-20.2,32.6167,2023,2796,2023-12-01
"Chipinge",-20.2,32.6167,2022,442,2022-01-01
"Chipinge",-20.2,32.6167,2022,2144,2022-02-01
"Chipinge",-20.2,32.6167,2022,513,2022-03-01
"Chipinge",-20.2,32.6167,2022,200,2022-04-01
"Chipinge",-20.2,32.6167,2022,662,2022-05-01
"Chipinge",-20.2,32.6167,2022,46,2022-06-01
"Chipinge",-20.2,32.6167,2022,172,2022-07-01
"Chipinge",-20.2,32.6167,2022,244,2022-08-01
"Chipinge",-20.2,32.6167,2022,63,2022-09-01
"Chipinge",-20.2,32.6167,2022,383,2022-10-01
"Chipinge",-20.2,32.6167,2022,663,2022-11-01
"Chipinge",-20.2,32.6167,2022,615,2022-12-01
"Chipinge",-20.2,32.6167,2024,4721,2024-01-01
"Chipinge",-20.2,32.616,2024,3001,2024-02-01
"Chipinge",-20.2,32.6167,2024,698,2024-03-01
"Chipinge",-20.2,32.6167,2024,338,2024-04-01
"Chipinge",-20.2,32.6167,2024,557,2024-05-01
"Chipinge",-20.2,32.6167,2024,552,2024-06-01
"Chipinge",-20.2,32.6167,2024,713,2024-07-01
"Chipinge",-20.2,32.6167,2024,155,2024-08-01
"Chipinge",-20.2,32.6167,2024,171,2024-09-01
"Chipinge",-20.2,32.6167,2024,48,2024-10-01
"Chipinge",-20.2,32.6167,2024,1150,2024-11-01
"Chipinge",-20.2,32.6167,2024,2389,2024-12-01
"Chipinge",-20.2,32.616,2016,3707,2016-01-01
"Chipinge",-20.2,32.6167,2016,2681,2016-02-01
"Chipinge",-20.2,32.6167,2016,2294,2016-03-01
"Chipinge",-20.2,32.6167,2016,863,2016-04-01
"Chipinge",-20.2,32.6167,2016,40,2016-05-01
"Chipinge",-20.2,32.6167,2016,0,2016-06-01
"Chipinge",-20.2,32.6167,2016,412,2016-07-01
"Chipinge",-20.2,32.6167,2016,0,2016-08-01
"Chipinge",-20.2,32.6167,2016,556,2016-09-01
"Chipinge",-20.2,32.6167,2016,537,2016-10-01
"Chipinge",-20.2,32.6167,2016,885,2016-11-01
"Chipinge",-20.2,32.6167,2016,951,2016-12-01
"Chipinge",-20.2,32.6167,2015,762,2015-01-01
"Chipinge",-20.2,32.6167,2015,936,2015-02-01
"Chipinge",-20.2,32.6167,2015,1555,2015-03-01
"Chipinge",-20.2,32.6167,2015,292,2015-04-01
"Chipinge",-20.2,32.6167,2015,30,2015-05-01
