"station","latitude","longitude","Year","precipitation","DATE"
"Doma",-16.75,30.23,2020,0,2020-04-01
"Doma",-16.75,30.23,2020,50,2020-10-01
"Doma",-16.75,30.23,2020,310,2020-11-01
"Doma",-16.75,30.23,2020,906,2020-12-01
"Doma",-16.75,30.23,2019,927,2019-01-01
"Doma",-16.75,30.23,2019,450,2019-02-01
"Doma",-16.75,30.23,2019,625,2019-03-01
"Doma",-16.75,30.23,2019,160,2019-04-01
"Doma",-16.75,30.23,2019,31,2019-10-01
"Doma",-16.75,30.23,2019,747,2019-11-01
"Doma",-16.75,30.23,2019,1298,2019-12-01
"Doma",-16.75,30.23,2021,1719,2021-01-01
"Doma",-16.75,30.23,2021,2393,2021-02-01
"Doma",-16.75,30.23,2021,2074,2021-03-01
"Doma",-16.75,30.23,2021,521,2021-04-01
"Doma",-16.75,30.23,2021,230,2021-10-01
"Doma",-16.75,30.23,2021,1667,2021-11-01
"Doma",-16.75,30.23,2021,1042,2021-12-01
"Doma",-16.75,30.23,2023,2795,2023-01-01
"Doma",-16.75,30.23,2023,1415,2023-02-01
"Doma",-16.75,30.23,2023,370,2023-03-01
"Doma",-16.75,30.23,2023,290,2023-04-01
"Doma",-16.75,30.23,2023,715,2023-10-01
"Doma",-16.75,30.23,2023,170,2023-11-01
"Doma",-16.75,30.23,2023,1755,2023-12-01
"Doma",-16.75,30.23,2022,1220,2022-01-01
"Doma",-16.75,30.23,2022,1275,2022-02-01
"Doma",-16.75,30.23,2022,535,2022-03-01
"Doma",-16.75,30.23,2022,0,2022-04-01
"Doma",-16.75,30.23,2022,0,2022-10-01
"Doma",-16.75,30.23,2022,500,2022-11-01
"Doma",-16.75,30.23,2022,0,2022-12-01
"Doma",-16.75,30.23,2024,1177,2024-01-01
"Doma",-16.75,30.23,2024,0,2024-02-01
"Doma",-16.75,30.23,2024,0,2024-03-01
"Doma",-16.75,30.23,2024,0,2024-04-01
"Enkeldoorn",-19.01,30.54,2017,610,2017-01-01
"Enkeldoorn",-19.01,30.54,2017,2460,2017-02-01
"Enkeldoorn",-19.01,30.54,2017,210,2017-03-01
"Enkeldoorn",-19.01,30.54,2017,210,2017-04-01
"Enkeldoorn",-19.01,30.54,2017,0,2017-05-01
"Enkeldoorn",-19.01,30.54,2017,30,2017-06-01
"Enkeldoorn",-19.01,30.54,2017,10,2017-07-01
"Enkeldoorn",-19.01,30.54,2017,290,2017-08-01
"Enkeldoorn",-19.01,30.54,2017,0,2017-09-01
"Enkeldoorn",-19.01,30.54,2017,420,2017-10-01
"Enkeldoorn",-19.01,30.54,2017,900,2017-11-01
"Enkeldoorn",-19.01,30.54,2017,720,2017-12-01
"Enkeldoorn",-19.01,30.54,2018,2100,2018-01-01
"Enkeldoorn",-19.01,30.54,2018,1890,2018-02-01
"Enkeldoorn",-19.01,30.54,2018,630,2018-03-01
"Enkeldoorn",-19.01,30.54,2018,240,2018-04-01
"Enkeldoorn",-19.01,30.54,2018,10,2018-05-01
"Enkeldoorn",-19.01,30.54,2018,30,2018-06-01
"Enkeldoorn",-19.01,30.54,2018,0,2018-07-01
"Enkeldoorn",-19.01,30.54,2018,30,2018-08-01
"Enkeldoorn",-19.01,30.54,2018,10,2018-09-01
"Enkeldoorn",-19.01,30.54,2018,20,2018-10-01
"Enkeldoorn",-19.01,30.54,2018,820,2018-11-01
"Enkeldoorn",-19.01,30.54,2018,1370,2018-12-01
"Enkeldoorn",-19.01,30.54,2020,1040,2020-01-01
"Enkeldoorn",-19.01,30.54,2020,1890,2020-02-01
"Enkeldoorn",-19.01,30.54,2020,890,2020-03-01
"Enkeldoorn",-19.01,30.54,2020,0,2020-04-01
"Enkeldoorn",-19.01,30.54,2020,90,2020-05-01
"Enkeldoorn",-19.01,30.54,2020,0,2020-06-01
"Enkeldoorn",-19.01,30.54,2020,0,2020-07-01
"Enkeldoorn",-19.01,30.54,2020,0,2020-08-01
"Enkeldoorn",-19.01,30.54,2020,0,2020-09-01
"Enkeldoorn",-19.01,30.54,2020,240,2020-10-01
"Enkeldoorn",-19.01,30.54,2020,830,2020-11-01
"Enkeldoorn",-19.01,30.54,2020,880,2020-12-01
"Enkeldoorn",-19.01,30.54,2019,770,2019-01-01
"Enkeldoorn",-19.01,30.54,2019,120,2019-02-01
"Enkeldoorn",-19.01,30.54,2019,420,2019-03-01
"Enkeldoorn",-19.01,30.54,2019,130,2019-04-01
"Enkeldoorn",-19.01,30.54,2019,0,2019-05-01
"Enkeldoorn",-19.01,30.54,2019,20,2019-06-01
"Enkeldoorn",-19.01,30.54,2019,0,2019-07-01
"Enkeldoorn",-19.01,30.54,2019,0,2019-08-01
"Enkeldoorn",-19.01,30.54,2019,0,2019-09-01
"Enkeldoorn",-19.01,30.54,2019,60,2019-10-01
"Enkeldoorn",-19.01,30.54,2019,1320,2019-11-01
"Enkeldoorn",-19.01,30.54,2019,3470,2019-12-01
"Enkeldoorn",-19.01,30.54,2021,1480,2021-01-01
"Enkeldoorn",-19.01,30.54,2021,2270,2021-02-01
"Enkeldoorn",-19.01,30.54,2021,630,2021-03-01
"Enkeldoorn",-19.01,30.54,2021,240,2021-04-01
"Enkeldoorn",-19.01,30.54,2021,0,2021-05-01
"Enkeldoorn",-19.01,30.54,2021,10,2021-06-01
"Enkeldoorn",-19.01,30.54,2021,90,2021-07-01
"Enkeldoorn",-19.01,30.54,2021,0,2021-08-01
"Enkeldoorn",-19.01,30.54,2021,10,2021-09-01
"Enkeldoorn",-19.01,30.54,2021,590,2021-10-01
"Enkeldoorn",-19.01,30.54,2021,1840,2021-11-01
"Enkeldoorn",-19.01,30.54,2021,1950,2021-12-01
"Enkeldoorn",-19.01,30.54,2023,1960,2023-01-01
"Enkeldoorn",-19.01,30.54,2023,210,2023-02-01
"Enkeldoorn",-19.01,30.54,2023,110,2023-03-01
"Enkeldoorn",-19.01,30.54,2023,0,2023-04-01
"Enkeldoorn",-19.01,30.54,2023,30,2023-05-01
"Enkeldoorn",-19.01,30.54,2023,0,2023-06-01
"Enkeldoorn",-19.01,30.54,2023,0,2023-07-01
"Enkeldoorn",-19.01,30.54,2023,0,2023-08-01
"Enkeldoorn",-19.01,30.54,2023,40,2023-09-01
"Enkeldoorn",-19.01,30.54,2023,450,2023-10-01
"Enkeldoorn",-19.01,30.54,2023,270,2023-11-01
"Enkeldoorn",-19.01,30.54,2023,1490,2023-12-01
"Enkeldoorn",-19.01,30.54,2022,620,2022-01-01
"Enkeldoorn",-19.01,30.54,2022,210,2022-02-01
"Enkeldoorn",-19.01,30.54,2022,300,2022-03-01
"Enkeldoorn",-19.01,30.54,2022,20,2022-04-01
"Enkeldoorn",-19.01,30.54,2022,50,2022-05-01
"Enkeldoorn",-19.01,30.54,2022,0,2022-06-01
"Enkeldoorn",-19.01,30.54,2022,0,2022-07-01
"Enkeldoorn",-19.01,30.54,2022,0,2022-08-01
"Enkeldoorn",-19.01,30.54,2022,0,2022-09-01
"Enkeldoorn",-19.01,30.54,2022,700,2022-10-01
"Enkeldoorn",-19.01,30.54,2022,570,2022-11-01
"Enkeldoorn",-19.01,30.54,2022,2550,2022-12-01
"Enkeldoorn",-19.01,30.54,2024,2200,2024-01-01
"Enkeldoorn",-19.01,30.54,2024,0,2024-02-01
"Enkeldoorn",-19.01,30.54,2024,110,2024-03-01
"Enkeldoorn",-19.01,30.54,2024,0,2024-04-01
"Enkeldoorn",-19.01,30.54,2024,0,2024-05-01
"Enkeldoorn",-19.01,30.54,2024,0,2024-06-01
"Enkeldoorn",-19.01,30.54,2024,0,2024-07-01
"Enkeldoorn",-19.01,30.54,2024,0,2024-08-01
"Enkeldoorn",-19.01,30.54,2024,0,2024-09-01
"Enkeldoorn",-19.01,30.54,2024,0,2024-10-01
"Enkeldoorn",-19.01,30.54,2024,910,2024-11-01
"Enkeldoorn",-19.01,30.54,2024,1300,2024-12-01
"Enkeldoorn",-19.01,30.54,2016,4000,2016-01-01
"Esigodini Institute",-20.35,28.95,2017,725,2017-01-01
"Esigodini Institute",-20.35,28.95,2017,1806,2017-02-01
"Esigodini Institute",-20.35,28.95,2017,125,2017-03-01
"Esigodini Institute",-20.35,28.95,2017,158,2017-04-01
"Esigodini Institute",-20.35,28.95,2018,105,2018-10-01
"Esigodini Institute",-20.35,28.95,2018,195,2018-11-01
"Esigodini Institute",-20.35,28.95,2018,844,2018-12-01
"Esigodini Institute",-20.35,28.95,2020,1573,2020-01-01
"Esigodini Institute",-20.35,28.95,2020,663,2020-02-01
"Esigodini Institute",-20.35,28.95,2020,2145,2020-03-01
"Esigodini Institute",-20.35,28.95,2020,0,2020-04-01
"Esigodini Institute",-20.35,28.95,2020,65,2020-10-01
"Esigodini Institute",-20.35,28.95,2020,619,2020-11-01
"Esigodini Institute",-20.35,28.95,2020,262,2020-12-01
"Esigodini Institute",-20.35,28.95,2019,532,2019-01-01
"Esigodini Institute",-20.35,28.95,2019,0,2019-02-01
"Esigodini Institute",-20.35,28.95,2019,545,2019-03-01
"Esigodini Institute",-20.35,28.95,2019,0,2019-04-01
"Esigodini Institute",-20.35,28.95,2019,81,2019-10-01
"Esigodini Institute",-20.35,28.95,2019,810,2019-11-01
"Esigodini Institute",-20.35,28.95,2019,3039,2019-12-01
"Esigodini Institute",-20.35,28.95,2021,1281,2021-01-01
"Esigodini Institute",-20.35,28.95,2021,901,2021-02-01
"Esigodini Institute",-20.35,28.95,2021,330,2021-03-01
"Esigodini Institute",-20.35,28.95,2021,310,2021-04-01
"Esigodini Institute",-20.35,28.95,2021,0,2021-10-01
"Esigodini Institute",-20.35,28.95,2021,1965,2021-11-01
"Esigodini Institute",-20.35,28.95,2021,1720,2021-12-01
"Esigodini Institute",-20.35,28.95,2023,470,2023-01-01
"Esigodini Institute",-20.35,28.95,2023,715,2023-02-01
"Esigodini Institute",-20.35,28.95,2023,0,2023-03-01
"Esigodini Institute",-20.35,28.95,2023,0,2023-04-01
"Esigodini Institute",-20.35,28.95,2023,657,2023-10-01
"Esigodini Institute",-20.35,28.95,2023,423,2023-11-01
"Esigodini Institute",-20.35,28.95,2023,1035,2023-12-01
"Esigodini Institute",-20.35,28.95,2022,470,2022-01-01
"Esigodini Institute",-20.35,28.95,2022,1188,2022-02-01
"Esigodini Institute",-20.35,28.95,2022,358,2022-03-01
"Esigodini Institute",-20.35,28.95,2022,254,2022-04-01
"Esigodini Institute",-20.35,28.95,2022,73,2022-10-01
"Esigodini Institute",-20.35,28.95,2022,734,2022-11-01
"Esigodini Institute",-20.35,28.95,2022,1230,2022-12-01
"Esigodini Institute",-20.35,28.95,2024,2694,2024-01-01
"Esigodini Institute",-20.35,28.95,2024,2226,2024-02-01
"Esigodini Institute",-20.35,28.95,2024,210,2024-03-01
"Esigodini Institute",-20.35,28.95,2024,52,2024-04-01
"Exeter",-17.8,31.9,2017,2273,2017-01-01
"Exeter",-17.8,31.9,2017,2764,2017-02-01
"Exeter",-17.8,31.9,2017,797,2017-03-01
"Exeter",-17.8,31.9,2017,223,2017-04-01
"Exeter",-17.8,31.9,2017,426,2017-05-01
"Exeter",-17.8,31.9,2017,0,2017-06-01
"Fairview",-17.9,31.9,2017,1350,2017-01-01
"Fairview",-17.9,31.9,2017,2915,2017-02-01
"Fairview",-17.9,31.9,2017,1244,2017-03-01
"Fairview",-17.9,31.9,2017,172,2017-04-01
"Fairview",-17.9,31.9,2017,181,2017-05-01
"Fairview",-17.9,31.9,2017,0,2017-06-01
"Figtree",-20.37,28.33,2017,625,2017-01-01
"Figtree",-20.37,28.33,2017,1625,2017-02-01
"Figtree",-20.37,28.33,2017,175,2017-03-01
"Figtree",-20.37,28.33,2017,275,2017-04-01
"Figtree",-20.37,28.33,2018,440,2018-10-01
"Figtree",-20.37,28.33,2018,60,2018-11-01
"Figtree",-20.37,28.33,2018,1230,2018-12-01
"Figtree",-20.37,28.33,2020,1710,2020-01-01
"Figtree",-20.37,28.33,2020,900,2020-02-01
"Figtree",-20.37,28.33,2020,2390,2020-03-01
"Figtree",-20.37,28.33,2020,0,2020-04-01
"Figtree",-20.37,28.33,2020,85,2020-10-01
"Figtree",-20.37,28.33,2020,760,2020-11-01
"Figtree",-20.37,28.33,2020,494,2020-12-01
"Figtree",-20.37,28.33,2019,1345,2019-01-01
"Figtree",-20.37,28.33,2019,110,2019-02-01
"Figtree",-20.37,28.33,2019,982,2019-03-01
"Figtree",-20.37,28.33,2019,90,2019-04-01
"Figtree",-20.37,28.33,2019,186,2019-10-01
"Figtree",-20.37,28.33,2019,730,2019-11-01
"Figtree",-20.37,28.33,2019,2150,2019-12-01
"Figtree",-20.37,28.33,2021,1010,2021-01-01
"Figtree",-20.37,28.33,2021,1360,2021-02-01
"Figtree",-20.37,28.33,2021,490,2021-03-01
"Figtree",-20.37,28.33,2021,290,2021-04-01
"Figtree",-20.37,28.33,2021,0,2021-10-01
"Figtree",-20.37,28.33,2021,1835,2021-11-01
"Figtree",-20.37,28.33,2021,770,2021-12-01
"Figtree",-20.37,28.33,2023,600,2023-01-01
"Figtree",-20.37,28.33,2023,390,2023-02-01
"Figtree",-20.37,28.33,2023,0,2023-03-01
"Figtree",-20.37,28.33,2023,0,2023-04-01
"Figtree",-20.37,28.33,2023,420,2023-10-01
"Figtree",-20.37,28.33,2023,495,2023-11-01
"Figtree",-20.37,28.33,2023,755,2023-12-01
"Figtree",-20.37,28.33,2022,900,2022-01-01
"Figtree",-20.37,28.33,2022,1015,2022-02-01
"Figtree",-20.37,28.33,2022,1420,2022-03-01
"Figtree",-20.37,28.33,2022,70,2022-04-01
"Figtree",-20.37,28.33,2022,0,2022-10-01
"Figtree",-20.37,28.33,2022,610,2022-11-01
"Figtree",-20.37,28.33,2022,1065,2022-12-01
"Figtree",-20.37,28.33,2024,2580,2024-01-01
"Figtree",-20.37,28.33,2024,1340,2024-02-01
"Figtree",-20.37,28.33,2024,115,2024-03-01
"Figtree",-20.37,28.33,2024,0,2024-04-01
"Filabusi",-20.55,29.28,2017,370,2017-01-01
"Filabusi",-20.55,29.28,2017,1570,2017-02-01
"Filabusi",-20.55,29.28,2017,350,2017-03-01
"Filabusi",-20.55,29.28,2017,295,2017-04-01
"Filabusi",-20.55,29.28,2017,0,2017-05-01
"Filabusi",-20.55,29.28,2017,0,2017-06-01
"Filabusi",-20.33,29.17,2017,0,2017-07-01
"Filabusi",-20.33,29.17,2017,0,2017-08-01
"Filabusi",-20.33,29.17,2017,0,2017-09-01
"Filabusi",-20.33,29.17,2017,390,2017-10-01
"Filabusi",-20.33,29.17,2017,670,2017-11-01
"Filabusi",-20.33,29.17,2017,550,2017-12-01
"Filabusi",-20.33,29.17,2018,2620,2018-01-01
"Filabusi",-20.33,29.17,2018,610,2018-02-01
"Filabusi",-20.33,29.17,2018,200,2018-03-01
"Filabusi",-20.33,29.17,2018,230,2018-04-01
"Filabusi",-20.33,29.17,2018,0,2018-05-01
"Filabusi",-20.33,29.17,2018,0,2018-06-01
"Filabusi",-20.33,29.17,2018,0,2018-07-01
"Filabusi",-20.33,29.17,2018,0,2018-08-01
"Filabusi",-20.33,29.17,2018,0,2018-09-01
"Filabusi",-20.55,29.28,2018,0,2018-10-01
"Filabusi",-20.55,29.28,2018,115,2018-11-01
"Filabusi",-20.55,29.28,2018,1008,2018-12-01
"Filabusi",-20.55,29.28,2020,1530,2020-01-01
"Filabusi",-20.55,29.28,2020,1250,2020-02-01
"Filabusi",-20.55,29.28,2020,1820,2020-03-01
"Filabusi",-20.55,29.28,2020,0,2020-04-01
"Filabusi",-20.33,29.17,2020,0,2020-05-01
"Filabusi",-20.33,29.17,2020,0,2020-06-01
"Filabusi",-20.33,29.17,2020,0,2020-07-01
"Filabusi",-20.33,29.17,2020,0,2020-08-01
"Filabusi",-20.33,29.17,2020,0,2020-09-01
"Filabusi",-20.55,29.28,2020,220,2020-10-01
"Filabusi",-20.55,29.28,2020,735,2020-11-01
"Filabusi",-20.55,29.28,2020,150,2020-12-01
"Filabusi",-20.55,29.28,2019,1030,2019-01-01
"Filabusi",-20.55,29.28,2019,0,2019-02-01
"Filabusi",-20.55,29.28,2019,515,2019-03-01
"Filabusi",-20.55,29.28,2019,0,2019-04-01
"Filabusi",-20.33,29.17,2019,0,2019-05-01
"Filabusi",-20.33,29.17,2019,0,2019-06-01
"Filabusi",-20.33,29.17,2019,0,2019-07-01
"Filabusi",-20.33,29.17,2019,0,2019-08-01
"Filabusi",-20.33,29.17,2019,0,2019-09-01
"Filabusi",-20.55,29.28,2019,135,2019-10-01
"Filabusi",-20.55,29.28,2019,440,2019-11-01
"Filabusi",-20.55,29.28,2019,2694,2019-12-01
"Filabusi",-20.55,29.28,2021,697,2021-01-01
"Filabusi",-20.55,29.28,2021,1525,2021-02-01
"Filabusi",-20.55,29.28,2021,50,2021-03-01
"Filabusi",-20.55,29.28,2021,50,2021-04-01
"Filabusi",-20.33,29.17,2021,0,2021-05-01
"Filabusi",-20.33,29.17,2021,90,2021-06-01
"Filabusi",-20.33,29.17,2021,160,2021-07-01
"Filabusi",-20.33,29.17,2021,0,2021-08-01
"Filabusi",-20.33,29.17,2021,0,2021-09-01
"Filabusi",-20.55,29.28,2021,0,2021-10-01
"Filabusi",-20.55,29.28,2021,1590,2021-11-01
"Filabusi",-20.55,29.28,2021,999,2021-12-01
"Filabusi",-20.55,29.28,2023,695,2023-01-01
"Filabusi",-20.55,29.28,2023,195,2023-02-01
"Filabusi",-20.55,29.28,2023,2,2023-03-01
"Filabusi",-20.55,29.28,2023,0,2023-04-01
"Filabusi",-20.33,29.17,2023,0,2023-05-01
"Filabusi",-20.33,29.17,2023,0,2023-06-01
"Filabusi",-20.33,29.17,2023,0,2023-07-01
"Filabusi",-20.33,29.17,2023,0,2023-08-01
"Filabusi",-20.33,29.17,2023,0,2023-09-01
"Filabusi",-20.55,29.28,2023,610,2023-10-01
"Filabusi",-20.55,29.28,2023,176,2023-11-01
"Filabusi",-20.55,29.28,2023,820,2023-12-01
"Filabusi",-20.55,29.28,2022,320,2022-01-01
"Filabusi",-20.55,29.28,2022,1005,2022-02-01
"Filabusi",-20.55,29.28,2022,750,2022-03-01
"Filabusi",-20.55,29.28,2022,306,2022-04-01
"Filabusi",-20.33,29.17,2022,0,2022-05-01
"Filabusi",-20.33,29.17,2022,0,2022-06-01
"Filabusi",-20.33,29.17,2022,0,2022-07-01
"Filabusi",-20.33,29.17,2022,0,2022-08-01
"Filabusi",-20.33,29.17,2022,0,2022-09-01
"Filabusi",-20.55,29.28,2022,270,2022-10-01
"Filabusi",-20.55,29.28,2022,1635,2022-11-01
"Filabusi",-20.55,29.28,2022,1180,2022-12-01
"Filabusi",-20.55,29.28,2024,2810,2024-01-01
"Filabusi",-20.55,29.28,2024,1649,2024-02-01
"Filabusi",-20.55,29.28,2024,430,2024-03-01
"Filabusi",-20.55,29.28,2024,0,2024-04-01
"Fort Rixon",-20.02,29.27,2017,110,2017-01-01
"Fort Rixon",-20.02,29.27,2017,3075,2017-02-01
"Fort Rixon",-20.02,29.27,2017,395,2017-03-01
"Fort Rixon",-20.02,29.27,2017,250,2017-04-01
"Fort Rixon",-20.02,29.27,2018,160,2018-10-01
"Fort Rixon",-20.02,29.27,2018,190,2018-11-01
"Fort Rixon",-20.02,29.27,2018,2685,2018-12-01
"Fort Rixon",-20.02,29.27,2020,830,2020-01-01
"Fort Rixon",-20.02,29.27,2020,950,2020-02-01
"Fort Rixon",-20.02,29.27,2020,1805,2020-03-01
"Fort Rixon",-20.02,29.27,2020,0,2020-04-01
"Fort Rixon",-20.02,29.27,2020,140,2020-10-01
"Fort Rixon",-20.02,29.27,2020,630,2020-11-01
"Fort Rixon",-20.02,29.27,2020,1115,2020-12-01
"Fort Rixon",-20.02,29.27,2019,1665,2019-01-01
"Fort Rixon",-20.02,29.27,2019,20,2019-02-01
"Fort Rixon",-20.02,29.27,2019,460,2019-03-01
"Fort Rixon",-20.02,29.27,2019,60,2019-04-01
"Fort Rixon",-20.02,29.27,2019,125,2019-10-01
"Fort Rixon",-20.02,29.27,2019,812,2019-11-01
"Fort Rixon",-20.02,29.27,2019,3588,2019-12-01
"Fort Rixon",-20.02,29.27,2021,1025,2021-01-01
"Fort Rixon",-20.02,29.27,2021,1552,2021-02-01
"Fort Rixon",-20.02,29.27,2021,787,2021-03-01
"Fort Rixon",-20.02,29.27,2021,100,2021-04-01
"Fort Rixon",-20.02,29.27,2021,42,2021-10-01
"Fort Rixon",-20.02,29.27,2021,1518,2021-11-01
"Fort Rixon",-20.02,29.27,2021,1296,2021-12-01
"Fort Rixon",-20.02,29.27,2023,315,2023-01-01
"Fort Rixon",-20.02,29.27,2023,981,2023-02-01
"Fort Rixon",-20.02,29.27,2023,0,2023-03-01
"Fort Rixon",-20.02,29.27,2023,0,2023-04-01
"Fort Rixon",-20.02,29.27,2023,610,2023-10-01
"Fort Rixon",-20.02,29.27,2023,170,2023-11-01
"Fort Rixon",-20.02,29.27,2023,670,2023-12-01
"Fort Rixon",-20.02,29.27,2022,450,2022-01-01
"Fort Rixon",-20.02,29.27,2022,605,2022-02-01
"Fort Rixon",-20.02,29.27,2022,440,2022-03-01
"Fort Rixon",-20.02,29.27,2022,400,2022-04-01
"Fort Rixon",-20.02,29.27,2022,133,2022-10-01
"Fort Rixon",-20.02,29.27,2022,1147,2022-11-01
"Fort Rixon",-20.02,29.27,2022,1285,2022-12-01
"Fort Rixon",-20.02,29.27,2024,3105,2024-01-01
"Fort Rixon",-20.02,29.27,2024,2295,2024-02-01
"Fort Rixon",-20.02,29.27,2024,95,2024-03-01
"Fort Rixon",-20.02,29.27,2024,0,2024-04-01
"Fothergill",-16.7,28.67,2021,0,2021-10-01
"Fothergill",-16.7,28.67,2021,0,2021-11-01
"Fothergill",-16.7,28.67,2021,0,2021-12-01
"Fothergill",-16.7,28.67,2023,0,2023-01-01
"Fothergill",-16.7,28.67,2023,0,2023-02-01
"Fothergill",-16.7,28.67,2023,0,2023-03-01
"Fothergill",-16.7,28.67,2023,0,2023-04-01
"Fothergill",-16.7,28.67,2023,240,2023-10-01
"Fothergill",-16.7,28.67,2023,338,2023-11-01
"Fothergill",-16.7,28.67,2023,551,2023-12-01
"Fothergill",-16.7,28.67,2022,451,2022-01-01
"Fothergill",-16.7,28.67,2022,782,2022-02-01
"Fothergill",-16.7,28.67,2022,290,2022-03-01
"Fothergill",-16.7,28.67,2022,225,2022-04-01
"Fothergill",-16.7,28.67,2022,125,2022-10-01
"Fothergill",-16.7,28.67,2022,993,2022-11-01
"Fothergill",-16.7,28.67,2022,710,2022-12-01
"Fothergill",-16.7,28.67,2024,2700,2024-01-01
"Fothergill",-16.7,28.67,2024,1795,2024-02-01
"Fothergill",-16.7,28.67,2024,140,2024-03-01
"Fothergill",-16.7,28.67,2024,25,2024-04-01
"Glendale",-17.52,31.05,2017,1575,2017-01-01
"Glendale",-17.52,31.05,2017,3668,2017-02-01
"Glendale",-17.52,31.05,2017,679,2017-03-01
"Glendale",-17.52,31.05,2017,215,2017-04-01
"Glendale",-17.52,31.05,2017,0,2017-06-01
"Glendale",-17.52,31.05,2018,475,2018-10-01
"Glendale",-17.52,31.05,2018,1063,2018-11-01
"Glendale",-17.52,31.05,2018,1052,2018-12-01
"Glendale",-17.52,31.05,2020,1535,2020-01-01
"Glendale",-17.52,31.05,2020,1250,2020-02-01
"Glendale",-17.52,31.05,2020,935,2020-03-01
"Glendale",-17.52,31.05,2020,50,2020-04-01
"Glendale",-17.52,31.05,2020,6,2020-10-01
"Glendale",-17.52,31.05,2020,815,2020-11-01
"Glendale",-17.52,31.05,2020,808,2020-12-01
"Glendale",-17.52,31.05,2019,1650,2019-01-01
"Glendale",-17.52,31.05,2019,130,2019-02-01
"Glendale",-17.52,31.05,2019,598,2019-03-01
"Glendale",-17.52,31.05,2019,246,2019-04-01
"Glendale",-17.52,31.05,2019,0,2019-10-01
"Glendale",-17.52,31.05,2019,765,2019-11-01
"Glendale",-17.52,31.05,2019,1878,2019-12-01
"Glendale",-17.52,31.05,2021,1254,2021-01-01
"Glendale",-17.52,31.05,2021,1873,2021-02-01
"Glendale",-17.52,31.05,2021,1231,2021-03-01
"Glendale",-17.52,31.05,2021,650,2021-04-01
"Glendale",-17.52,31.05,2021,0,2021-10-01
"Glendale",-17.52,31.05,2021,940,2021-11-01
"Glendale",-17.52,31.05,2021,840,2021-12-01
"Glendale",-17.52,31.05,2023,2220,2023-01-01
"Glendale",-17.52,31.05,2023,1220,2023-02-01
"Glendale",-17.52,31.05,2023,180,2023-03-01
"Glendale",-17.52,31.05,2023,204,2023-04-01
"Glendale",-17.52,31.05,2023,595,2023-10-01
"Glendale",-17.52,31.05,2023,40,2023-11-01
"Glendale",-17.52,31.05,2023,1720,2023-12-01
"Glendale",-17.52,31.05,2022,1325,2022-01-01
"Glendale",-17.52,31.05,2022,1266,2022-02-01
"Glendale",-17.52,31.05,2022,70,2022-03-01
"Glendale",-17.52,31.05,2022,120,2022-04-01
"Glendale",-17.52,31.05,2022,40,2022-10-01
"Glendale",-17.52,31.05,2022,478,2022-11-01
"Glendale",-17.52,31.05,2022,1009,2022-12-01
"Glendale",-17.52,31.05,2024,2565,2024-01-01
"Glendale",-17.52,31.05,2024,1975,2024-02-01
"Glendale",-17.52,31.05,2024,339,2024-03-01
"Glendale",-17.52,31.05,2024,115,2024-04-01
"Gokwe",-18.217,28.933,2017,2066,2017-01-01
"Gokwe",-18.217,28.933,2017,2310,2017-02-01
"Gokwe",-18.217,28.933,2017,595,2017-03-01
"Gokwe",-18.217,28.933,2017,126,2017-04-01
"Gokwe",-18.217,28.933,2017,34,2017-05-01
"Gokwe",-18.217,28.933,2017,0,2017-06-01
"Gokwe",-18.217,28.933,2017,0,2017-07-01
"Gokwe",-18.217,28.933,2017,29,2017-08-01
"Gokwe",-18.217,28.933,2017,0,2017-09-01
"Gokwe",-18.217,28.933,2017,266,2017-10-01
"Gokwe",-18.217,28.933,2017,579,2017-11-01
"Gokwe",-18.217,28.933,2017,795,2017-12-01
"Gokwe",-18.217,28.933,2018,2826,2018-01-01
"Gokwe",-18.217,28.933,2018,1798,2018-02-01
"Gokwe",-18.12,28.56,2018,700,2018-03-01
"Gokwe",-18.12,28.56,2018,620,2018-04-01
"Gokwe",-18.12,28.56,2018,50,2018-05-01
"Gokwe",-18.12,28.56,2018,0,2018-06-01
"Gokwe",-18.12,28.56,2018,0,2018-07-01
"Gokwe",-18.12,28.56,2018,0,2018-08-01
"Gokwe",-18.12,28.56,2018,10,2018-09-01
"Gokwe",-18.12,28.56,2018,110,2018-10-01
"Gokwe",-18.12,28.56,2018,400,2018-11-01
"Gokwe",-18.12,28.56,2018,810,2018-12-01
"Gokwe",-18.12,28.56,2020,1660,2020-01-01
"Gokwe",-18.12,28.56,2020,740,2020-02-01
"Gokwe",-18.12,28.56,2020,1150,2020-03-01
"Gokwe",-18.12,28.56,2020,0,2020-04-01
"Gokwe",-18.12,28.56,2020,20,2020-05-01
"Gokwe",-18.12,28.56,2020,0,2020-06-01
"Gokwe",-18.12,28.56,2020,0,2020-07-01
"Gokwe",-18.12,28.56,2020,0,2020-08-01
"Gokwe",-18.12,28.56,2020,0,2020-09-01
"Gokwe",-18.12,28.56,2020,550,2020-10-01
"Gokwe",-18.12,28.56,2020,490,2020-11-01
"Gokwe",-18.12,28.56,2020,1570,2020-12-01
"Gokwe",-18.12,28.56,2019,1060,2019-01-01
"Gokwe",-18.12,28.56,2019,140,2019-02-01
"Gokwe",-18.12,28.56,2019,1380,2019-03-01
"Gokwe",-18.12,28.56,2019,70,2019-04-01
"Gokwe",-18.12,28.56,2019,0,2019-05-01
"Gokwe",-18.12,28.56,2019,0,2019-06-01
"Gokwe",-18.12,28.56,2019,0,2019-07-01
