country,station,yield
Zimbabwe,Harare,4.29942857142857
Zimbabwe,Chisumbanje,4.28737613445378
Zimbabwe,Harare,4.09252977777778
Zimbabwe,Harare,4.05549511111111
Zimbabwe,Harare,4.0338366984127
Zimbabwe,Harare,4.02858057142857
Zimbabwe,Harare,4.00271847619048
Zimbabwe,Harare,3.93594107936508
Zimbabwe,Harare,3.93432177777778
Zimbabwe,Harare,3.89937574603175
Zimbabwe,Harare,3.87421866666667
Zimbabwe,Harare,3.86945219047619
Zimbabwe,Harare,3.83774476190476
Zimbabwe,Harare,3.79484647619048
Zimbabwe,Harare,3.77758476190476
Zimbabwe,Harare,3.70791212698413
Zimbabwe,Harare,3.68327111111111
Zimbabwe,Harare,3.6593473015873
Zimbabwe,Harare,14.6677008253968
Zimbabwe,Shamva,14.4478655462185
Zimbabwe,Harare,13.7247288888889
Zimbabwe,Harare,13.6867352380952
Zimbabwe,Harare,13.5595316825397
Zimbabwe,Shamva,13.4901960784314
Zimbabwe,Harare,13.3448452063492
Zimbabwe,Harare,13.318656
Zimbabwe,Harare,13.3005084444444
Zimbabwe,Harare,13.2462303492063
Zimbabwe,Harare,13.2349805714286
Zimbabwe,Harare,13.0919212698413
Zimbabwe,Harare,13.0544396190476
Zimbabwe,Harare,13.039731092437
Zimbabwe,Harare,12.9462391036415
Zimbabwe,Shamva,12.9005714285714
Zimbabwe,Shamva,12.8559327731092
Zimbabwe,Harare,12.7790811428571
Zimbabwe,Harare,12.7711623529412
Zimbabwe,Harare,12.7545510364146
Zimbabwe,Harare,12.6818336507936
Zimbabwe,Shamva,12.5777030812325
Zimbabwe,Harare,12.5341500952381
Zimbabwe,Harare,12.5170016806723
Zimbabwe,Harare,12.4665976470588
Zimbabwe,Harare,12.4241066666667
Zimbabwe,Harare,12.3173001680672
Zimbabwe,Harare,12.2781472268908
Zimbabwe,Shamva,12.277243697479
Zimbabwe,Shamva,12.2492773109244
Zimbabwe,Harare,12.2321030812325
Zimbabwe,Harare,12.2219438730159
Zimbabwe,Harare,12.2203428571429
Zimbabwe,Harare,12.2148571428571
Zimbabwe,Shamva,12.2026666666667
Zimbabwe,Harare,12.1684921008403
Zimbabwe,Harare,12.1670948571429
Zimbabwe,Harare,12.142017015873
Zimbabwe,Harare,12.0939235555556
Zimbabwe,Harare,12.080618487395
Zimbabwe,Harare,12.0556853781513
Zimbabwe,Harare,12.0501996638655
Zimbabwe,Shamva,12.0370196078431
Zimbabwe,Harare,11.9620327619048
Zimbabwe,Harare,11.9572561269841
Zimbabwe,Shamva,11.9556302521008
Zimbabwe,Harare,11.9132719327731
Zimbabwe,Harare,11.8468632380952
Zimbabwe,Harare,11.7730850420168
Zimbabwe,Harare,11.7682088515406
Zimbabwe,Shamva,11.7647058823529
Zimbabwe,Harare,11.7547025210084
Zimbabwe,Harare,11.739070984127
Zimbabwe,Harare,11.6963585434174
Zimbabwe,Harare,11.6881478991597
Zimbabwe,Shamva,11.6476414565826
Zimbabwe,Shamva,11.6078431372549
Zimbabwe,Shamva,11.6033613445378
Zimbabwe,Shamva,11.5813109243697
Zimbabwe,Harare,11.5541800634921
Zimbabwe,Harare,11.5473066666667
Zimbabwe,Harare,11.5431368067227
Zimbabwe,Harare,11.5211824761905
Zimbabwe,Harare,11.5038963809524
Zimbabwe,Harare,11.4710674285714
Zimbabwe,Shamva,11.4353837535014
Zimbabwe,Harare,11.4344716190476
Zimbabwe,Harare,11.3969586554622
Zimbabwe,Shamva,11.3593725490196
Zimbabwe,Harare,11.3354863865546
Zimbabwe,Harare,11.2987966386555
Zimbabwe,Shamva,11.242487394958
Zimbabwe,Harare,11.2147899159664
Zimbabwe,Harare,11.1906635294118
Zimbabwe,Harare,11.1819831932773
Zimbabwe,Harare,11.0480672268908
Zimbabwe,Harare,11.0317588795518
Zimbabwe,Shamva,11.022700280112
Zimbabwe,Harare,10.9847592156863
Zimbabwe,Harare,10.9805929411765
Zimbabwe,Harare,10.9562980392157
Zimbabwe,Harare,10.9487614565826
Zimbabwe,Shamva,10.9427450980392
Zimbabwe,Shamva,10.8674509803922
Zimbabwe,Harare,10.8579388235294
Zimbabwe,Shamva,10.848268907563
Zimbabwe,Shamva,10.8358991596639
Zimbabwe,Harare,10.8249761344538
Zimbabwe,Shamva,10.7987899159664
Zimbabwe,Harare,10.7643482352941
Zimbabwe,Harare,10.7568044817927
Zimbabwe,Shamva,10.7154285714286
Zimbabwe,Shamva,10.6998319327731
Zimbabwe,Harare,10.5709714285714
Zimbabwe,Harare,10.570777815126
Zimbabwe,Harare,10.5585156302521
Zimbabwe,Harare,10.5350525490196
Zimbabwe,Shamva,10.5098039215686
Zimbabwe,Harare,10.505888627451
Zimbabwe,Harare,10.5004459383753
Zimbabwe,Harare,10.4129721008403
Zimbabwe,Shamva,10.4121008403361
Zimbabwe,Harare,10.3409478991597
Zimbabwe,Shamva,10.3292773109244
Zimbabwe,Harare,10.2077633613445
Zimbabwe,Harare,10.1945295238095
Zimbabwe,Shamva,10.1727731092437
Zimbabwe,Shamva,10.1611204481793
Zimbabwe,Harare,10.087534789916
Zimbabwe,Shamva,10.0851092436975
Zimbabwe,Shamva,10.0795518207283
Zimbabwe,Harare,10.0720941176471
Zimbabwe,Harare,10.0310928851541
Zimbabwe,Shamva,10.0047955182073
Zimbabwe,Harare,9.99474554621849
Zimbabwe,Harare,9.95753949579832
Zimbabwe,Harare,9.94725647058823
Zimbabwe,Harare,9.93871238095238
Zimbabwe,Harare,9.90123025210084
Zimbabwe,Harare,9.83910901960784
Zimbabwe,Harare,9.80894117647059
Zimbabwe,Harare,9.80743529411765
Zimbabwe,Harare,9.80216470588235
Zimbabwe,Harare,9.79802352941176
Zimbabwe,Harare,9.79371025210084
Zimbabwe,Kwekwe,9.79030050420168
Zimbabwe,Kwekwe,9.74549691876751
Zimbabwe,Shamva,9.72549019607843
Zimbabwe,Shamva,9.6476862745098
Zimbabwe,Harare,9.62801120448179
Zimbabwe,Harare,9.61584761904762
Zimbabwe,Harare,9.60562196078431
Zimbabwe,Kwekwe,9.51975798319328
Zimbabwe,Shamva,9.49207843137255
Zimbabwe,Harare,9.48512268907563
Zimbabwe,Harare,9.47766857142857
Zimbabwe,Shamva,9.43740056022409
Zimbabwe,Harare,9.42347114845938
Zimbabwe,Harare,9.41892840336135
Zimbabwe,Harare,9.39276907563025
Zimbabwe,Harare,9.37885400560224
Zimbabwe,Harare,9.35091988795518
Zimbabwe,Shamva,9.33647058823529
Zimbabwe,Shamva,9.30420168067227
Zimbabwe,Harare,9.2798637535014
Zimbabwe,Harare,9.17339787114846
Zimbabwe,Harare,9.16084705882353
Zimbabwe,Harare,9.15974991596639
Zimbabwe,Shamva,9.15002801120448
Zimbabwe,Kwekwe,9.14288761904762
Zimbabwe,Kwekwe,9.13298823529412
Zimbabwe,Shamva,9.11740056022409
Zimbabwe,Kwekwe,9.10889591036414
Zimbabwe,Kwekwe,9.08592941176471
Zimbabwe,Shamva,9.04605042016807
Zimbabwe,Kwekwe,9.04315159663865
Zimbabwe,Harare,9.03037490196078
Zimbabwe,Harare,8.96015058823529
Zimbabwe,Harare,8.95586957983193
Zimbabwe,Harare,8.94300504201681
Zimbabwe,Harare,8.90243226890756
Zimbabwe,Harare,8.87756369747899
Zimbabwe,Harare,8.8757243697479
Zimbabwe,Kwekwe,8.86225568627451
Zimbabwe,Harare,8.85895529411765
Zimbabwe,Harare,8.82409411764706
Zimbabwe,Harare,8.82401882352941
Zimbabwe,Harare,8.79171406162465
Zimbabwe,Kwekwe,8.76669131652661
Zimbabwe,Harare,8.75901848739496
Zimbabwe,Harare,8.75444705882353
Zimbabwe,Harare,8.74403137254902
Zimbabwe,Harare,8.73545142857143
Zimbabwe,Harare,8.73325714285714
